Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD,Pop_Score_Scaled,Avg_Episodes_Scaled,Merch_Rev_Scaled
Paw Patrol,Uae,60.899491555306525,93.0,18.861191124124588,0.3260120182594867,0.7645566718765212,-0.9985858490713699
Tom And Jerry,China,9.175768305444532,79.5,34.74870219516394,-1.3407356658102552,0.4242066254122692,-0.7104158643098123
Shinchan,Uae,44.31129743303261,82.0,28.043517592112178,-0.20852672719467247,0.48723441179453814,-0.8320354771141766
Peppa Pig,Usa,5.478195851808099,32.0,76.65192868036353,-1.4598864139883656,-0.7733213158508395,0.04963094753546827
Tom And Jerry,Nigeria,35.41671713596246,148.5,2.855412121978925,-0.4951460998817225,2.1637735295628904,-1.2889009947553838
Mickey Mouse,Italy,46.00969018938087,51.0,183.7495147752829,-0.15379763935214474,-0.294310139345596,1.9921825287727628
Motu Patlu,Brazil,53.06048207726482,49.0,95.86411155071788,0.07340740915564338,-0.34473236845141114,0.39810431257237994
Tom And Jerry,Japan,49.41170250173887,118.5,92.49127158018028,-0.04417103502963826,1.4074400929756639,0.33692725100704013
Spongebob Squarepants,Russia,59.141975683102096,21.0,137.21841751910262,0.2693777443584802,-1.0506435759328225,1.1481947243082573
Shinchan,Russia,73.89210454812405,78.0,32.83114952516241,0.7446865887497468,0.3863899535829079,-0.7451967133190132
Spongebob Squarepants,Brazil,99.09860226468876,124.5,113.73703868409414,1.5569419534620226,1.5587067802931092,0.7222860624160027
Spongebob Squarepants,Mexico,65.65640864104779,36.0,176.07363583216662,0.47929913755038567,-0.6724768576392093,1.8529563209558906
Mickey Mouse,Japan,79.16619578635435,90.0,183.7495147752829,0.9146391521881556,0.6889233282177986,1.9921825287727628
Paw Patrol,Brazil,76.61562076678196,22.0,30.28341806380756,0.8324493031244619,-1.025432461379915,-0.7914078368305789
Paw Patrol,Uae,16.22472120884505,84.0,17.38837740866181,-1.1135898768247177,0.5376566409003533,-1.0252999582885889
Pokemon,Russia,96.55966371940364,29.0,183.7495147752829,1.475127078691563,-0.8489546595095622,1.9921825287727628
Paw Patrol,Australia,25.000321158900707,52.0,11.156383443092526,-0.8308045324205551,-0.2690990247926885,-1.1383367705408138
Motu Patlu,South Korea,81.67032558555005,8.0,40.24894258155453,0.9953323482919489,-1.3783880651206208,-0.6106517048235405
Spongebob Squarepants,Italy,28.687939731326814,141.0,183.7495147752829,-0.711974538577446,1.974690170416084,1.9921825287727628
Mr Bean,Uae,28.81015780392305,11.0,64.25622148510823,-0.7080361776735489,-1.3027547214618982,-0.17520419105819227
Paw Patrol,Canada,0.1564335933398997,78.0,66.7727588724589,-1.6313751306188977,0.3863899535829079,-0.12955887019439444
Paw Patrol,India,63.567079146863,37.0,36.35229377495856,0.41197248593119096,-0.6472657430863018,-0.6813296871832055
Peppa Pig,Usa,64.27956162027203,92.0,69.84353594761033,0.4349315545728312,0.7393455573236136,-0.07386066932480782
Pokemon,Australia,31.00758829368918,74.0,13.876369146461778,-0.637226074502337,0.2855454953712777,-1.089001274553632
Spongebob Squarepants,South Korea,89.46374949550533,42.0,150.7644475706073,1.2464680059116153,-0.521210170321764,1.3938945860466598
Shinchan,Brazil,8.006891107499525,44.0,72.04862821985401,-1.3784016194622277,-0.4707879412159489,-0.03386438522159127
Spongebob Squarepants,Usa,36.33111306509823,136.5,12.248763869743778,-0.46568056257213,1.861240154928,-1.1185230156049804
Mr Bean,Mexico,15.343816339270813,52.0,76.54536270805937,-1.1419761966601238,-0.2690990247926885,0.047698038442428085
Mr Bean,Brazil,56.16727107596471,38.0,22.242472116948253,0.17352072357158135,-0.6220546285333942,-0.9372556830170595
Tom And Jerry,Russia,96.75612363630624,135.0,7.428968753291044,1.4814578122686515,1.8234234830986387,-1.2059451598950206
Tom And Jerry,Uk,23.67361842868705,76.5,37.52220538462085,-0.8735562634270525,0.34857328175354657,-0.6601096603821985
Motu Patlu,South Africa,82.33393995083907,45.0,45.54747507063661,1.0167166887254044,-0.4455768266630414,-0.5145461524931519
Peppa Pig,South Korea,83.13908064675414,43.0,32.943414364301006,1.0426615802751504,-0.49599905576885644,-0.7431604373511053
Shinchan,Egypt,61.4428278308198,87.0,94.219091798991,0.3435205118864464,0.6132899845590759,0.3682667052424494
Peppa Pig,Japan,57.67712314773791,78.0,64.26012802867817,0.2221742675509891,0.3863899535829079,-0.17513333360317704
Pokemon,Mexico,5.991303293466899,66.0,104.03719280047788,-1.4433520157213957,0.08385657894801726,0.5463488480862887
Spongebob Squarepants,Spain,24.17378609364671,93.0,31.75306081048972,-0.8574388371313669,0.7645566718765212,-0.7647512431059442
Tom And Jerry,Italy,99.59694110954167,66.0,9.914860409334649,1.5730004477728086,0.08385657894801726,-1.160855695759459
Doraemon,South Africa,10.74970843712074,57.0,76.62181965203696,-1.2900169451825256,-0.14304345202815072,0.04908482560389226
Paw Patrol,Russia,98.90907006207226,20.0,10.57146711644878,1.550834458875029,-1.0758546904857302,-1.1489460678802168
Tom And Jerry,Nigeria,71.35918463248066,106.5,61.01979171797661,0.663065658583162,1.1049067183407733,-0.2339070245294615
Peppa Pig,Italy,48.98466520662591,65.0,37.46742317671119,-0.05793190485725324,0.05864546439510971,-0.6611033080308416
Doraemon,Saudi Arabia,58.352327704764,127.5,77.68600685354728,0.24393209086661008,1.634340123951832,0.06838720772475722
Shinchan,South Korea,41.03774093227051,65.0,73.84788985559946,-0.3140139654191797,0.05864546439510971,-0.0012291161831349809
Pokemon,Brazil,54.62732192448302,97.0,183.7495147752829,0.12389732988396386,0.8654011300881514,1.9921825287727628
Motu Patlu,Germany,69.0239911563607,66.0,93.43633710230924,0.5878162744780046,0.08385657894801726,0.3540689867951593
Mickey Mouse,Spain,29.04526519929356,96.0,183.7495147752829,-0.7004600659375766,0.8401900155352439,1.9921825287727628
Motu Patlu,China,23.928206594629607,72.0,24.05081942078932,-0.8653524024264341,0.23512326626546257,-0.9044556168102514
Tom And Jerry,Brazil,87.83996215142282,45.0,29.43725871887506,1.1941430063732557,-0.4455768266630414,-0.8067555980025305
Mr Bean,Usa,88.22449731648332,9.0,40.30246285355167,1.2065342855685266,-1.3531769505677134,-0.6096809463518776
Doraemon,Uk,45.4349078156795,108.0,93.91748967234636,-0.17231945352207534,1.1427233901701346,0.3627962020370941
Tom And Jerry,Brazil,29.5024257658282,43.5,85.75850392307231,-0.6857285023987577,-0.4833934984924027,0.21480733275951908
Shinchan,Italy,38.35743906760308,39.0,30.89263812946985,-0.40038413842396553,-0.5968435139804866,-0.7803577147407598
Doraemon,Brazil,89.51183698162541,66.0,64.23242119473895,1.2480175793198598,0.08385657894801726,-0.17563588418384102
Pokemon,Uae,91.27968882831044,90.0,183.7495147752829,1.3049849201473311,0.6889233282177986,1.9921825287727628
Paw Patrol,Saudi Arabia,90.28881602398089,73.0,33.48364613647844,1.2730549884243982,0.2603343808183701,-0.7333616349546833
Shinchan,Usa,45.6798475711876,64.0,31.50878683928197,-0.1644265033518491,0.03343434984220216,-0.7691819198964013
Shinchan,Japan,89.42184453384515,65.0,41.47782664610558,1.2451176584615538,0.05864546439510971,-0.5883620270652087
Mickey Mouse,Russia,37.56455338019876,89.0,42.49797248169499,-0.4259341240046483,0.663712213664891,-0.5698584736400129
Tom And Jerry,India,46.300390119478,88.5,82.51268330020265,-0.14443011116961146,0.6511066563884372,0.15593416658208656
Shinchan,Uae,1.564579636354957,17.0,45.19766555861163,-1.5859989664806444,-1.1514880341444529,-0.5208910482605851
Pokemon,Usa,23.41615171416569,78.0,180.58154926034692,-0.8818528829120906,0.3863899535829079,1.934721509857827
Paw Patrol,Usa,73.52121093241696,91.0,50.06645796180908,0.7327348954806879,0.714134442770706,-0.4325801840627225
Spongebob Squarepants,Germany,47.35188204122199,64.5,45.872469502058,-0.11054678616381713,0.04603990711865593,-0.5086513562641183
Paw Patrol,Australia,44.9786825829248,73.0,19.85768022464309,-0.1870208768212983,0.2603343808183701,-0.9805113849449579
Mr Bean,Egypt,90.70328275335156,6.0,19.812346065384723,1.2864107837519199,-1.428810294226436,-0.9813336625140653
Peppa Pig,Canada,38.066174437292254,50.0,36.60481718010334,-0.40976986353267175,-0.3195212538985036,-0.6767493809610965
Spongebob Squarepants,South Korea,74.12523787164889,112.5,175.00544903310794,0.7521990879019719,1.2561734056582186,1.8335813935534262
Mr Bean,Italy,96.65082672503436,67.0,73.54445146547687,1.4780647196609462,0.10906769350092481,-0.006732925802320283
Paw Patrol,Nigeria,94.51881112008982,5.0,84.4119269657095,1.409362548806466,-1.4540214087793435,0.1903829242068885
Spongebob Squarepants,Uae,1.5731766869219732,85.5,160.23704111197023,-1.585721934719934,0.5754733127297146,1.56570986436567
Mickey Mouse,Uk,24.09688323135082,37.0,82.39544679296084,-0.8599169585730664,-0.6472657430863018,0.15380771377558278
Mr Bean,Japan,75.95858501768447,53.0,48.12450491305722,0.8112769523277279,-0.24388791023978093,-0.4678036106878391
Spongebob Squarepants,Uk,22.976649710101672,139.5,144.22358543064618,-0.8960154161055932,1.9368734985867226,1.2752554779590557
Peppa Pig,Italy,14.419156128357692,55.0,30.62841206850539,-1.1717724906671487,-0.1934656811339658,-0.7851502854348902
Paw Patrol,China,7.842769101852809,49.0,44.27173703150642,-1.3836902946702192,-0.34473236845141114,-0.5376856744517564
Mickey Mouse,France,22.81383898542165,53.0,183.7495147752829,-0.9012618365342089,-0.24388791023978093,1.9921825287727628
Shinchan,China,10.655091771126113,44.0,76.37330262889621,-1.293065877065467,-0.4707879412159489,0.04457718772082563
Paw Patrol,Spain,78.44387242528074,6.0,39.39215637846098,0.8913629703208319,-1.428810294226436,-0.6261922174932338
Peppa Pig,Brazil,49.31239422107847,60.0,30.67547313823476,-0.047371149723626674,-0.06741010836942805,-0.7842966849126852
Pokemon,Uk,39.56919784264058,53.0,100.87388973494028,-0.36133636682043313,-0.24388791023978093,0.48897239735614134
Tom And Jerry,Australia,39.82395825440081,148.5,49.60972397631813,-0.35312695536250693,2.1637735295628904,-0.4408644914693704
Mickey Mouse,Australia,68.17126331300877,98.0,183.7495147752829,0.5603379324572104,0.8906122446410589,1.9921825287727628
Mickey Mouse,Germany,71.52363912994262,14.0,180.58635486165213,0.668365048023003,-1.2271213778031755,1.934808674552706
Mickey Mouse,Spain,59.38199433548776,18.0,183.7495147752829,0.2771121166708681,-1.1262769195915452,1.9921825287727628
Mickey Mouse,South Korea,22.200107954946336,76.0,173.84491328631657,-0.9210387340468835,0.3359677244770928,1.8125314275157798
Paw Patrol,South Africa,96.17278656799704,98.0,31.877144045856603,1.4626603312184256,0.8906122446410589,-0.762500603349663
Pokemon,Japan,11.508526669878592,87.0,183.7495147752829,-1.2655647508582817,0.6132899845590759,1.9921825287727628
Spongebob Squarepants,Canada,18.6386925283662,82.5,183.7495147752829,-1.035801951798779,0.4998399690709919,1.9921825287727628
Mr Bean,Japan,53.688901057064406,30.0,26.97298614978373,0.09365761183627157,-0.8237435449566547,-0.8514529319970185
Peppa Pig,Spain,81.37382542609338,43.0,59.4266681327704,0.9857779132464782,-0.49599905576885644,-0.26280333164889486
Spongebob Squarepants,South Korea,42.30387820732123,109.5,183.7495147752829,-0.27321389848063427,1.180540061999496,1.9921825287727628
Spongebob Squarepants,Spain,19.51284916342492,114.0,150.0060448163219,-1.0076330873889223,1.2939900774875799,1.3801385666696577
Shinchan,Canada,53.76086182048194,63.0,77.48221617807475,0.09597647885190909,0.008223235289294601,0.06469082283584174
Paw Patrol,Usa,21.854193501007344,99.0,75.38320397962354,-0.9321854976354966,0.9158233591939665,0.026618634527844097
Shinchan,Canada,68.91335871117624,83.0,17.43218015133566,0.584251249375241,0.5124455263474457,-1.0245054577760546
Spongebob Squarepants,Brazil,28.93332434649436,105.0,183.7495147752829,-0.7040672532286879,1.067090046511412,1.9921825287727628
Motu Patlu,China,82.84818026986326,91.0,15.074991674461415,1.033287592885734,0.714134442770706,-1.0672604849432226
Shinchan,Spain,58.195554466898045,98.0,97.2428789018577,0.23888022269627504,0.8906122446410589,0.4231125951656144
Mickey Mouse,Australia,28.359307600375374,21.0,147.145357490526,-0.7225643957794925,-1.0506435759328225,1.3282510042065305
Pokemon,Brazil,110.9135921134726,21.0,92.6540547997974,1.9376687405233255,-1.0506435759328225,0.3398798367019769
Shinchan,Brazil,72.59883634704453,59.0,183.7495147752829,0.7030122535782916,-0.09262122292233561,1.9921825287727628
Doraemon,Uk,13.217515109256084,81.0,80.7897265489421,-1.2104942272288366,0.46202329724163055,0.12468292662791698
Tom And Jerry,Japan,65.0020213157807,145.5,75.07861480106442,0.4582121296873848,2.0881401859041677,0.021093951740751207
Shinchan,Mexico,79.10766611980661,87.0,55.78626654668828,0.9127530894680268,0.6132899845590759,-0.3288334646820992
Motu Patlu,Australia,5.456913101525296,35.0,12.161622597777043,-1.460572230331732,-0.6976879721921169,-1.1201035966602806
Spongebob Squarepants,Saudi Arabia,17.2770312150761,21.0,23.057173074011853,-1.0796801898260404,-1.0506435759328225,-0.9224785186561671
Paw Patrol,South Korea,64.05372883123518,24.0,31.680781676047552,0.42765430818637357,-0.9750102322741,-0.7660622525508878
Mickey Mouse,Japan,95.34279767160722,36.0,132.0416258159877,1.4359147300910935,-0.6724768576392093,1.0542973240465061
Tom And Jerry,India,52.30053627284082,145.5,37.81507365827358,0.04891887990914143,2.0881401859041677,-0.6547975730717139
Doraemon,Nigeria,57.6651674714184,94.5,6.488471973399737,0.22178900727649634,0.8023733437058825,-1.2230040271724514
Peppa Pig,Australia,36.39764963312408,27.0,85.89103457704927,-0.4635364850832122,-0.8993768886153773,0.21721119302222544
Spongebob Squarepants,Italy,37.28081667378613,16.5,183.7495147752829,-0.4350772689405669,-1.1640935914209065,1.9921825287727628
Motu Patlu,Japan,20.067115345295583,43.0,25.015815361803337,-0.9897723879468423,-0.49599905576885644,-0.8869523801878785
Paw Patrol,India,54.15451999487257,93.0,183.7495147752829,0.10866173832774267,0.7645566718765212,1.9921825287727628
Paw Patrol,Usa,27.98252708690363,34.0,52.45616263071166,-0.7347057887182407,-0.7228990867450245,-0.3892353734789191
Shinchan,Mexico,43.49828784349853,35.0,85.2404568730733,-0.2347251863414824,-0.6976879721921169,0.20541092007810724
Pokemon,Australia,10.897283371843802,62.0,123.73422791703648,-1.2852614835641072,-0.016987879263612952,0.9036165336291336
Motu Patlu,Germany,4.032980810866338,46.0,71.40458243022604,-1.5064570912545052,-0.4203657121101338,-0.045546181353972814
Tom And Jerry,Russia,9.472527699204711,33.0,7.105249264887419,-1.3311728771864288,-0.748110201297932,-1.2118168310223087
Shinchan,Japan,90.24960819332814,21.0,84.8802680306603,1.2717915534504274,-1.0506435759328225,0.19887776250765302
Peppa Pig,South Africa,17.280721183078917,28.0,45.15513163401898,-1.079561284124042,-0.8741657740624698,-0.5216625347663637
Pokemon,Usa,41.92348211963311,72.0,183.7495147752829,-0.28547179985251714,0.23512326626546257,1.9921825287727628
Pokemon,Saudi Arabia,17.981587369786922,33.0,183.7495147752829,-1.05697653924991,-0.748110201297932,1.9921825287727628
Peppa Pig,Uk,53.36895645878103,99.0,99.64281280213926,0.08334770209440341,0.9158233591939665,0.46664294503479886
Tom And Jerry,Spain,70.05608033514183,115.5,94.88848209854314,0.6210743645844914,1.3318067493169412,0.38040820377918994
Tom And Jerry,Canada,47.79889881661794,124.5,13.918465016299075,-0.09614209662643906,1.5587067802931092,-1.088237733548669
Doraemon,China,86.06694665915508,78.0,66.55181572708457,1.1370092719883298,0.3863899535829079,-0.13356636907518188
Mickey Mouse,Italy,69.3560398292543,50.0,177.91819626758178,0.5985162264878461,-0.3195212538985036,1.8864132262060964
Doraemon,Mexico,56.74827548293974,67.5,96.78563687597762,0.19224303683356259,0.12167325077737859,0.4148190728485542
Shinchan,Brazil,82.16618054283099,98.0,45.21636347568159,1.0113108016931107,0.8906122446410589,-0.5205519027233748
Shinchan,Russia,88.45519975872274,53.0,38.15940946371426,1.2139684518881912,-0.24388791023978093,-0.6485519601898084
Mr Bean,Usa,95.16621314341208,26.0,16.929544996220788,1.4302244619719557,-0.9245880031682848,-1.0336223272682248
Peppa Pig,South Korea,88.97532704040437,17.0,97.4654436469707,1.2307290578093177,-1.1514880341444529,0.4271495068581315
Motu Patlu,Mexico,15.35899345167342,59.0,82.56583340123298,-1.1414871286781898,-0.09262122292233561,0.15689821083895594
Motu Patlu,Uk,48.90968121206573,16.0,39.36518458502918,-0.06034819261503409,-1.1766991486973604,-0.6266814358023497
Pokemon,France,69.64709510465596,90.0,163.81035478378857,0.6078952053341397,0.6889233282177986,1.630523147059974
Paw Patrol,South Africa,29.88521090072024,96.0,57.55077359188386,-0.6733936162577193,0.8401900155352439,-0.2968285794579716
Pokemon,Australia,42.33748993155994,60.0,183.7495147752829,-0.2721307927022311,-0.06741010836942805,1.9921825287727628
Shinchan,Egypt,45.81571811226152,94.0,52.73363903453111,-0.16004820466336744,0.7897677864294288,-0.3842024661403934
Shinchan,Uk,88.01357846250323,38.0,49.072894436346736,1.1997376265248663,-0.6220546285333942,-0.4506015836835878
Peppa Pig,Mexico,23.75792939163072,39.0,3.003055970733916,-0.870839423002607,-0.5968435139804866,-1.2862230091693712
Shinchan,Germany,82.58233317797506,58.0,9.839398179990294,1.0247209237273507,-0.11783233747524316,-1.162224440642342
Paw Patrol,Nigeria,70.95693983643895,72.0,3.865867772698383,0.6501037034084942,0.23512326626546257,-1.270573203311648
Pokemon,Australia,50.51263749371638,20.0,74.85561409311464,-0.008694454209545203,-1.0758546904857302,0.017049132490941518
Paw Patrol,France,28.506937643476192,25.0,78.20318337922426,-0.7178071583461246,-0.9497991177211924,0.07776783070950134
Mickey Mouse,India,17.320065648214477,33.0,183.7495147752829,-1.0782934462340885,-0.748110201297932,1.9921825287727628
Mickey Mouse,Australia,82.43108214706636,18.0,183.7495147752829,1.0198470034130218,-1.1262769195915452,1.9921825287727628
Motu Patlu,Japan,32.51370702795058,88.0,89.34500597041234,-0.5886928337660191,0.6385010991119834,0.2798598281257212
Peppa Pig,China,99.7469099578296,58.0,73.93647747856811,1.577833050974226,-0.11783233747524316,0.0003776989968381571
